avg_cl,avg_nitrate,avg_nitrit,avg_ph,avg_turbidity,date,station
245.5,0.51075,0.02925,8.985,6.35,2003-04-06T00:00:00.000Z,G
271.75,0.01125,0.0022500000000000003,8.4925,1.275,2014-11-02T00:00:00.000Z,D
315.25,0.006,0.0022500000000000003,8.16,1.875,2017-12-12T00:00:00.000Z,G
251,0.012,0.0037,8.48,3.7,2005-09-25T00:00:00.000Z,H
254.75,0.0022500000000000003,0.002,8.7325,1.25,2007-09-16T00:00:00.000Z,G
320,0.023,0.002,8.54,2,2018-09-03T00:00:00.000Z,H
278.5,0.03875,0.002,8.195,1.625,2011-11-20T00:00:00.000Z,G
252,0.05525,0.008,9.1725,1.2,2014-04-27T00:00:00.000Z,A
267.75,0.01375,0.002,8.205,1,2020-08-30T00:00:00.000Z,A
258.25,0.03875,0.002,8.440000000000001,1.05,2007-12-16T00:00:00.000Z,G
252,0.21025,0.01675,9.48,3.525,2012-04-22T00:00:00.000Z,A
257.6666666666667,0.144,0.228,8.02,3.1,2000-01-30T00:00:00.000Z,A
231.75,0.002,0.00175,8.775,2.65,2004-07-25T00:00:00.000Z,D
248.25,0.006,0,8.4725,2.025,2006-08-20T00:00:00.000Z,G
276.75,0.04875,0.002,8.67,2.775,2008-11-23T00:00:00.000Z,G
284.25,0.00675,0.002,8.6375,1.325,2019-07-22T00:00:00.000Z,K
266.75,0.25325,0.0915,8.3075,3.075,2012-02-13T00:00:00.000Z,G
273.5,0.00775,0.002,8.65,1.175,2010-09-05T00:00:00.000Z,G
231.75,0.32975,0.035750000000000004,9.1125,3.775,2003-06-15T00:00:00.000Z,A
262.75,0.33825,0.01575,8.625,3.425,2015-03-08T00:00:00.000Z,A
302.75,0.2525,0.01175,8.084999999999999,2.425,2018-03-11T00:00:00.000Z,A
283.75,0.005,0.002,8.4675,1.1500000000000001,2019-08-05T00:00:00.000Z,A
234,0.14,0.011,,3,2006-05-28T00:00:00.000Z,H
253.5,0.00825,0.002,8.9875,2.45,2012-07-01T00:00:00.000Z,A
282.75,0.037000000000000005,0.00275,8.0625,0.8375,2015-11-29T00:00:00.000Z,D
268,0.02,0.002,7.89,1,2020-08-30T00:00:00.000Z,H
236,0.188,0.015,8.3,2.7,2006-04-09T00:00:00.000Z,H
252,0.058,0.007,9,1.6,2014-04-27T00:00:00.000Z,H
244,0.064,0.0042,8.9,3.7,2005-12-18T00:00:00.000Z,H
230,0.239,0.018,8.69,4,2003-07-20T00:00:00.000Z,H
252,0.014,0.002,8.9,2.4,2012-07-08T00:00:00.000Z,H
249,0,0.002,8.44,1.7,2013-09-15T00:00:00.000Z,H
265.25,0.251,0.01525,8.745000000000001,1.85,2015-04-12T00:00:00.000Z,K
282.75,0.002,0.001,8.7175,3.8249999999999997,2001-08-20T00:00:00.000Z,D
279.5,0.03125,0.002,8.5075,1.55,2008-12-15T00:00:00.000Z,G
246.25,0.0495,0.0022500000000000003,8.715,2.25,2003-11-03T00:00:00.000Z,G
269.5,0.0505,0.01025,8.8825,2.075,2009-05-17T00:00:00.000Z,K
247,0.531,0.015,8.62,6.1,2003-03-23T00:00:00.000Z,H
255.25,0.14825,0.027,8.73,2.4,2008-03-30T00:00:00.000Z,A
292,0.198,0.012,8.24,4.9,2018-03-11T00:00:00.000Z,H
271,0.013000000000000001,0.003,8.0725,1.6749999999999998,2000-12-19T00:00:00.000Z,A
235.25,0.33325,0.0205,8.0975,2.875,2005-02-07T00:00:00.000Z,G
302.75,0.32075,0.022,8.6075,3.25,2019-03-10T00:00:00.000Z,G
263.5,0.23375,0.0165,8.675,2.125,2015-04-12T00:00:00.000Z,D
252,0.193,0.012,8.78,1.8,2014-03-09T00:00:00.000Z,H
273,0.00375,0.00175,8.6,2.475,2000-11-05T00:00:00.000Z,D
284.75,0.0135,0.002,8.6525,1.525,2019-08-25T00:00:00.000Z,G
309.5,0.005,0.002,8.3525,1.575,2017-09-03T00:00:00.000Z,G
283.5,0.006,0.002,8.5625,1.65,2009-09-21T00:00:00.000Z,A
316.75,0.00925,0.002,8.1975,1.875,2017-12-17T00:00:00.000Z,D
318,0.005,0.002,8.38,2.2,2017-11-05T00:00:00.000Z,H
238.5,0.02625,0.007,,2.875,2006-06-11T00:00:00.000Z,G
239,0.022,0.0017,8.7,2.4,2005-09-11T00:00:00.000Z,H
253.5,0.371,0.001,8.11,2.65,2000-02-07T00:00:00.000Z,K
264.5,0.21025,0.01625,8.875,2.625,2010-04-11T00:00:00.000Z,G
315.25,0.00975,0.002,8.2525,1.35,2017-10-22T00:00:00.000Z,A
294.5,0.20525000000000002,0.01725,8.620000000000001,2.975,2017-04-02T00:00:00.000Z,A
295.5,0.2375,0.156,8.1675,1.6,2017-01-10T00:00:00.000Z,A
229.75,0.32,0.010750000000000001,8.77,2.7,2005-03-20T00:00:00.000Z,A
269.5,0.00425,0.00425,8.7625,3.525,2001-04-29T00:00:00.000Z,D
270.25,0.28625,0.01375,8.8025,3.5925,2010-02-21T00:00:00.000Z,D
279.25,0.05275,0.004,8.09,1.275,2009-12-20T00:00:00.000Z,D
232,0.144,0.013,8.25,3.1,2006-01-15T00:00:00.000Z,H
277.25,0.27525,0.008,8.4475,2.6,2009-03-01T00:00:00.000Z,D
227,0.39225,0.01075,8.775,3.825,2004-03-08T00:00:00.000Z,G
277.25,0.07,0.10625,8.469999999999999,1.875,2009-02-15T00:00:00.000Z,D
315,0.00525,0.002,8.565,1.65,2017-10-01T00:00:00.000Z,K
288,0.289,0.016,8.44,3.4,2017-03-26T00:00:00.000Z,H
282.25,0.005,0.002,8.2875,1.225,2019-08-05T00:00:00.000Z,K
318,0.005,0.002,8.41,3,2017-10-22T00:00:00.000Z,H
281,0.5495000000000001,0.0115,7.6125,1.4249999999999998,2020-01-26T00:00:00.000Z,D
273,0.028,0.002,8.3,1.5,2011-09-25T00:00:00.000Z,H
278.5,0.002,0.00125,8.685,2.05,2001-08-05T00:00:00.000Z,K
269.5,0.218,0.01725,8.79,3.95,2002-04-14T00:00:00.000Z,A
244.5,0.054575,0.0040999999999999995,8.6,2,2005-11-22T00:00:00.000Z,A
,,,8.445,,2006-08-01T00:00:00.000Z,A
297.25,0.01225,0.002,7.96,1.35,2016-08-15T00:00:00.000Z,A
305,0.001,0.003,8.715,2.4,2017-06-18T00:00:00.000Z,D
321,0.01,0.002,8.5,3.1,2017-11-12T00:00:00.000Z,H
244.5,0.38975000000000004,0.01925,9.11,2.6,2013-04-07T00:00:00.000Z,K
294.25,0.05825,0.01125,8.75,2.5,2017-05-14T00:00:00.000Z,K
241.25,0.19275,0.02275,8.71,2.825,2003-07-20T00:00:00.000Z,A
267.5,0.0055,0.002,8.3575,1.4249999999999998,2014-07-27T00:00:00.000Z,D
272.75,0.5345,0.014,8.4025,2.325,2020-02-23T00:00:00.000Z,A
253,0.054,0.008,8.54,2.9,2012-06-17T00:00:00.000Z,H
233.25,0.3155,0.03725,,2.575,2003-06-22T00:00:00.000Z,A
251.5,0.035500000000000004,0.0022500000000000003,8.2375,2.025,2006-12-17T00:00:00.000Z,G
284,0.0225,0.0022500000000000003,8.0525,1.25,2015-11-22T00:00:00.000Z,A
277,0.03575,0.00475,8.7975,2.125,2002-06-09T00:00:00.000Z,D
301.75,0.33075,0.003,8.17,1.25,2017-01-22T00:00:00.000Z,A
304,0.0075,0.002,8.719999999999999,3.4,2018-05-27T00:00:00.000Z,G
276.75,0.01425,0.002,8.477500000000001,1.65,2011-10-23T00:00:00.000Z,G
318.25,0.012,0.002,8.105,1.35,2017-11-05T00:00:00.000Z,A
299,0.007,0.002,8.19,1.1666666666666667,2016-09-04T00:00:00.000Z,A
240.5,0.006500000000000001,0.00475,8.8925,4.875,2005-08-28T00:00:00.000Z,G
297,0.009,0.002,8.03,1.5,2016-09-18T00:00:00.000Z,H
305,0.10775,0.06375,7.905,2.325,2018-02-04T00:00:00.000Z,G
235,0.43975,0.00575,8.1,2.8,2004-02-01T00:00:00.000Z,A
308.75,0.005,0.002,8.57,1.425,2017-08-20T00:00:00.000Z,K
260,0.006,0.002,8.5,1.7,2014-06-29T00:00:00.000Z,H
259,0.065,0.005,8,2.4,2020-07-12T00:00:00.000Z,H
232.5,0.33025,0.01375,8.56,2.875,2005-02-27T00:00:00.000Z,D
307.5,0.14100000000000001,0.207,8.14,1.4,2019-02-03T00:00:00.000Z,G
302.25,0.378,0.0185,8.2675,1.65,2019-03-03T00:00:00.000Z,D
283.75,0.31174999999999997,0.014249999999999999,8.7925,2.65,2002-03-10T00:00:00.000Z,G
286.25,0.04925,0.005,8.022499999999999,1.375,2015-12-28T00:00:00.000Z,D
236,0.03875,0.010249999999999999,8.72,2.95,2003-08-18T00:00:00.000Z,K
270.75,0.04825,0.01125,8.205,2.5,2001-01-14T00:00:00.000Z,G
309,0.005,0.002,8.25,2.2,2017-08-20T00:00:00.000Z,H
306.5,0.27325,0.0165,8.285,1.7,2018-02-19T00:00:00.000Z,D
259.25,0.062,0.078,8.0725,2.4749999999999996,2000-01-23T00:00:00.000Z,K
278,0.046,0.003,8.4,2.1,2014-11-30T00:00:00.000Z,H
248.5,0.023,0.0032500000000000003,8.862499999999999,2.9,2003-09-29T00:00:00.000Z,G
296.5,0.24475,0.01625,8.7125,4.025,2017-03-26T00:00:00.000Z,K
312,0.007333333333333333,0.00275,8.51,1.875,2018-06-19T00:00:00.000Z,D
204.75,0.444,0.01475,9.075,8.6,2004-03-28T00:00:00.000Z,G
241.5,0.07075000000000001,0.012750000000000001,7.9275,2.2,2006-01-15T00:00:00.000Z,K
300.25,0.00575,0.0015,8.43,2.1,2001-10-29T00:00:00.000Z,K
257.25,0.12725,0.0225,8.6525,3.15,2008-04-07T00:00:00.000Z,D
276.25,0.09675,0.021500000000000002,8.274999999999999,2.5,2012-01-15T00:00:00.000Z,A
271.75,0.31675,0.011,8.6325,4.9475,2010-02-14T00:00:00.000Z,D
305,0.052,0.002,8.36,1.7,2016-11-06T00:00:00.000Z,H
306,0.14250000000000002,0.05425,8.37,2.3,2018-02-12T00:00:00.000Z,G
252,0.00775,0,8.5075,2.425,2006-10-03T00:00:00.000Z,D
263,0.221,0.017,8.81,7.3,2011-05-15T00:00:00.000Z,H
251.5,0.08175,0.009,9.205,2.25,2012-06-10T00:00:00.000Z,G
282,0.0805,0.00475,8.2825,1.05,2011-01-16T00:00:00.000Z,K
266,0.009,0.002,8.37,1.8,2008-06-15T00:00:00.000Z,H
284.25,0.017,0.002,8.72,1.025,2010-10-03T00:00:00.000Z,D
253.25,0.33375,0.0045000000000000005,8.26,1.975,2000-02-14T00:00:00.000Z,A
289.5,0.07475,0.21025,8.4225,3,2003-01-19T00:00:00.000Z,G
237.5,0.3115,0.1725,,2.2,2006-02-05T00:00:00.000Z,G
277.25,0.1265,0.091575,8.307500000000001,1.675,2015-02-08T00:00:00.000Z,D
253,0.044,0.014,8.81,4.7,2000-05-07T00:00:00.000Z,H
277,0.033,0.01175,8.4075,1.875,2009-01-25T00:00:00.000Z,G
244,0.252,0.0103,,3.3,2005-12-11T00:00:00.000Z,H
278,0.002,0.001,8.55,3.9,2001-08-05T00:00:00.000Z,H
258,0.124,0.236,8.14,4.5,2000-01-30T00:00:00.000Z,H
264,0.00575,0.002,8.1525,1.3,2020-08-09T00:00:00.000Z,G
267.5,,0.002,9.235,1.9249999999999998,2012-11-05T00:00:00.000Z,K
303.25,0.01325,0.002,7.575,1.3,2016-11-20T00:00:00.000Z,G
262,0.473,0.026,7.76,6.6,2020-03-15T00:00:00.000Z,H
275.75,0.10300000000000001,0.02775,8.275,2.2,2012-01-15T00:00:00.000Z,K
240.25,0.006,0.004,8.625,4.05,2005-08-21T00:00:00.000Z,A
245,0.14325,0.042,,7.9,2007-03-05T00:00:00.000Z,D
274,0.002,0.0015,8.51,2.3,2001-06-17T00:00:00.000Z,A
241,0.1,0.034,8.47,4.8,2007-03-11T00:00:00.000Z,H
250.25,0.5225,0.015,8.2575,2.875,2013-02-10T00:00:00.000Z,G
251.25,0.03325,0.01325,8.7875,3.35,2000-05-07T00:00:00.000Z,A
,,,9.04857142857143,,2008-10-12T00:00:00.000Z,A
276,0.00975,0.002,8.535,1.1,2011-10-02T00:00:00.000Z,A
262,0.291,0.016,7.97,2.4,2020-05-10T00:00:00.000Z,H
271,0.001,0.002,8.625,1.8,2011-08-28T00:00:00.000Z,G
303.25,0.005,0.002,8.3125,1.275,2016-09-18T00:00:00.000Z,A
281.75,0.01825,0.002,8.41,1.4,2015-10-18T00:00:00.000Z,D
237.25,0.17325000000000002,0.021,8.8025,2.3,2003-07-20T00:00:00.000Z,K
265.25,0.02275,0.004,7.83,1.75,2020-07-12T00:00:00.000Z,A
272,0.01675,0.002,8.344999999999999,1.55,2014-11-10T00:00:00.000Z,G
253.75,0.001,0.002,8.88,1.375,2007-08-26T00:00:00.000Z,G
223.75,0.21575,0.01225,8.95,5.75,2004-05-03T00:00:00.000Z,G
304.25,0.37525,0.00975,8.23,2.15,2019-02-24T00:00:00.000Z,G
281.5,0.01025,0.0022500000000000003,8.675,1.425,2010-09-19T00:00:00.000Z,G
272.75,0.246,0.010499999999999999,8.696666666666667,2.55,2016-04-03T00:00:00.000Z,G
271.25,0.01,0.00375,8.5375,1.975,2000-11-12T00:00:00.000Z,G
273,0.002,0.002,8.4,3,2001-06-17T00:00:00.000Z,H
279.25,0.012,0.002,9.235,1.9,2002-06-23T00:00:00.000Z,D
264.5,0.25417425,0.01358675,8.692499999999999,,2020-04-05T00:00:00.000Z,G
236,0.217,0.017,9.2,1.6,2013-05-26T00:00:00.000Z,H
249.25,0.378,0.011,8.4975,3.8499999999999996,2000-02-27T00:00:00.000Z,D
279.75,0.01425,0.002,8.2775,1.175,2015-11-09T00:00:00.000Z,K
263.75,0.124,0.01225,9.094999999999999,1.25,2011-06-05T00:00:00.000Z,A
229,0.117,0.016,8.88,3.6,2005-05-15T00:00:00.000Z,H
323.5,0.02,0.002,8.370000000000001,2.575,2018-12-10T00:00:00.000Z,G
274.5,,0.002,8.575,1.525,2008-08-17T00:00:00.000Z,A
260,0.009250000000000001,0.002,8.407499999999999,1.3,2014-06-15T00:00:00.000Z,A
236,0.1175,0.012750000000000001,8.785,2.275,2006-05-21T00:00:00.000Z,G
270,0.517,0.021,7.87,1.5,2020-03-08T00:00:00.000Z,H
298.25,0.006,0.002,8.2775,1.2,2016-09-04T00:00:00.000Z,K
262,0.019,0.001,8.52,3.4,2000-07-16T00:00:00.000Z,H
271.5,0.19575,0.07975,8.3,2.025,2012-02-19T00:00:00.000Z,G
282.25,0.08049999999999999,0.00975,8.785,1.75,2016-05-01T00:00:00.000Z,K
271.25,0.015,0.00125,8.165,1.575,2000-12-10T00:00:00.000Z,A
276.75,0.0625,0.00625,8.114999999999998,1.4,2011-12-11T00:00:00.000Z,D
309,0.05875,0.042749999999999996,7.8925,2.15,2018-01-28T00:00:00.000Z,G
244.25,0.0509,0.003025,8.475,2.525,2005-11-22T00:00:00.000Z,K
275.75,,0.002,8.717500000000001,1.6,2008-09-07T00:00:00.000Z,G
273,,0.002,9.0075,2.2,2008-08-24T00:00:00.000Z,G
241,0.367,0.006,8.2,3.8,2004-02-01T00:00:00.000Z,H
278.75,0.07200000000000001,0.01225,8.55,2.6,2016-05-15T00:00:00.000Z,A
252.75,0,0.002,8.47,1.55,2013-10-06T00:00:00.000Z,D
300.75,0.06225,0.00725,8.145,2.2,2001-12-23T00:00:00.000Z,D
270.5,0.019,0.0035,8.3975,1.55,2010-06-27T00:00:00.000Z,D
260.5,0.008,0.002,8.504999999999999,1.3,2014-06-29T00:00:00.000Z,A
319.25,0.005,0.002,8.5475,1.55,2017-11-12T00:00:00.000Z,K
311.5,0.03225,0.003,8.0025,2.7,2017-12-31T00:00:00.000Z,G
238,0.062,0.003,8.9,4.2,2005-08-21T00:00:00.000Z,H
267,0.383,0.0115,8.285,2.775,2010-02-09T00:00:00.000Z,G
263,0.201,0.021,8.38,3.2,2001-03-04T00:00:00.000Z,H
272,0.4635,0.01525,8.695,5.9,2020-03-03T00:00:00.000Z,G
263.75,0.01475,0.002,8.8725,1.7,2012-11-18T00:00:00.000Z,G
271,0.035,0.002,8.315,1.5,2020-12-20T00:00:00.000Z,A
281.5,0.35275,0.017499999999999998,8.612499999999999,3.1,2002-02-26T00:00:00.000Z,D
267.5,0.2485,0.017750000000000002,9.0075,2.875,2010-04-06T00:00:00.000Z,A
304.75,0.0385,0.0032500000000000003,7.9675,1.125,2016-12-04T00:00:00.000Z,D
287.5,0.005,0.002,8.605,2.125,2019-09-01T00:00:00.000Z,TZ
286.75,0.42525,0.00775,8.2625,1.85,2002-02-03T00:00:00.000Z,A
270,0.031,0.002,8.32,3.6,2000-12-10T00:00:00.000Z,H
269,,0.002,8.436666666666667,1.45,2014-09-14T00:00:00.000Z,G
253.75,0.005,0.002,8.692499999999999,1.55,2007-09-02T00:00:00.000Z,G
277.5,0.005666666666666667,0.002,8.7675,2.025,2009-07-12T00:00:00.000Z,D
275,0.017,0.002,8.63,1.1,2010-08-15T00:00:00.000Z,H
262,0.1,0.016,8.5,5.9,2012-12-23T00:00:00.000Z,H
280.25,0.1985,0.0115,8.585,1.8,2016-04-10T00:00:00.000Z,A
289,0.005,0.002,8.475,2,2019-09-16T00:00:00.000Z,D
238,0.26675000000000004,0.01575,8.3725,1.7,2006-03-26T00:00:00.000Z,A
254,0.010499999999999999,0,8.4375,1.975,2006-11-06T00:00:00.000Z,D
257,0.0055,0.002,8.7325,2.075,2012-07-29T00:00:00.000Z,G
285.25,0.002,0.0032500000000000003,8.4525,3.35,2001-09-09T00:00:00.000Z,G
260.3,0.281403375,0.014594125,8.8125,,2020-03-29T00:00:00.000Z,G
231,0.007,0.00275,8.7,2.775,2004-08-29T00:00:00.000Z,K
237.75,0.27125,0.0055,,3.55,2006-03-05T00:00:00.000Z,A
299,0.012,0.002,8.01,1.4,2016-09-04T00:00:00.000Z,H
282.75,0.0405,0.006,7.75,1.25,2016-01-03T00:00:00.000Z,K
280.5,0.10825,0.017,8.9225,2.85,2019-05-26T00:00:00.000Z,D
269.75,0.006500000000000001,0.0022500000000000003,9.0075,2.0500000000000003,2009-05-31T00:00:00.000Z,G
233,0.029,0.004,8.9,3.1,2004-08-15T00:00:00.000Z,H
248.75,0.10200000000000001,0.0275,8.17,2.15,2003-12-28T00:00:00.000Z,K
237.75,0.016125,0.0022500000000000003,8.7875,2.525,2004-10-10T00:00:00.000Z,K
296,0.314,0.011,8.23,2.3,2017-02-26T00:00:00.000Z,H
288.75,0.059500000000000004,0.004,8.2925,1.25,2019-12-08T00:00:00.000Z,G
274.25,0.012,0.002,8.5125,1.575,2011-09-25T00:00:00.000Z,A
307.75,0.005,0.002,8.1725,1.825,2017-08-20T00:00:00.000Z,A
320.25,0.005,0.002,8.3025,1.725,2017-11-12T00:00:00.000Z,A
268,0.47425,0.01825,8.7325,1.75,2020-03-08T00:00:00.000Z,A
234,0.025750000000000002,0.0035,8.9,1.975,2004-08-15T00:00:00.000Z,K
290,0.134,0.004,7.63,1.3,2019-12-15T00:00:00.000Z,H
250.5,0.001,0.00175,,2.125,2007-07-22T00:00:00.000Z,G
277,0.0305,0.0085,9.21,4.175,2019-06-02T00:00:00.000Z,G
250.5,0.044,0.041,8.31,1.4249999999999998,2014-01-12T00:00:00.000Z,G
267.5,0.16875,0.02525,8.5525,2.325,2001-03-04T00:00:00.000Z,G
260.5,0.014,0.002,8.5125,1.2,2007-11-25T00:00:00.000Z,A
248.75,0.122,0.02875,8.7775,5.125,2007-02-25T00:00:00.000Z,D
268,0.005,0.002,8.584999999999999,1.35,2020-09-21T00:00:00.000Z,K
232,0.339,0.044,8.66,5.5,2003-06-22T00:00:00.000Z,H
291,0.016,0.001,8.53,3.4,2001-11-04T00:00:00.000Z,H
231,0.01,0.004,8.7,2.9,2004-08-29T00:00:00.000Z,H
284.5,0.0022500000000000003,0.002,8.6325,2.875,2002-07-28T00:00:00.000Z,D
238.75,0.06525,0.00825,8.725,1.675,2006-06-04T00:00:00.000Z,D
248,0.02325,0.005,8.805,1.5,2013-07-21T00:00:00.000Z,A
285,0.044,0.003,8.11,2.2,2015-11-22T00:00:00.000Z,H
281.25,0.25475000000000003,0.008,8.342500000000001,2.9,2016-02-21T00:00:00.000Z,A
261.25,0.32625,0.01125,8.385,3.2,2016-02-28T00:00:00.000Z,G
248,0.098,0.018,8.24,2.7,2003-12-28T00:00:00.000Z,H
241.75,0.042749999999999996,0.013999999999999999,7.765000000000001,2.125,2006-01-15T00:00:00.000Z,A
284.3333333333333,0.012000000000000002,0.002,8.343333333333334,2.3000000000000003,2009-09-13T00:00:00.000Z,D
293.25,0.005,0.002,8.5,1.4,2016-07-31T00:00:00.000Z,G
253,0.415,0.033,7.75,6.7,2011-03-13T00:00:00.000Z,H
252,0.006,0.002,8.49,1.875,2013-09-29T00:00:00.000Z,G
283.25,0.005,0.002,8.6575,1.925,2009-10-11T00:00:00.000Z,G
285,0.02625,0.002,8.695,1.175,2010-11-15T00:00:00.000Z,G
290,0.0505,0.0032500000000000003,8.31,5.975,2019-11-24T00:00:00.000Z,TZ
313,0.005,0.002,8.57,1.3,2018-07-23T00:00:00.000Z,G
280,0.0055,0.002,8.78,1.725,2002-07-07T00:00:00.000Z,G
232,0.10075,0.009,8.8,3.525,2004-07-04T00:00:00.000Z,D
266.5,0.002,0.002,8.49,2.375,2000-08-13T00:00:00.000Z,D
228.25,0.2115,0.00975,9.004999999999999,2.675,2005-04-03T00:00:00.000Z,G
250,0.30474999999999997,0.0075,8.3575,1.625,2014-02-09T00:00:00.000Z,A
222.25,0.636,0.00775,8.45,5.75,2004-02-08T00:00:00.000Z,G
245,0.064,0.007,8.075,2,2003-12-16T00:00:00.000Z,D
279,0.062,0.094,8.39,3.3,2003-01-13T00:00:00.000Z,H
283,0.011,0.0025,8.16,1.075,2015-11-09T00:00:00.000Z,A
234,0.621,0.015,8.23,2.6,2013-02-24T00:00:00.000Z,H
253.5,0.04475,0.004,,1.9,2007-01-07T00:00:00.000Z,G
251,0.09675,0.01225,9.16,2.375,2012-06-03T00:00:00.000Z,K
271,,0.002,8.48,1.45,2014-09-21T00:00:00.000Z,D
236,0.0255,0.003,8.69,3.3,2004-10-10T00:00:00.000Z,H
280.75,0.183,0.0095,8.813333333333333,1.575,2016-04-10T00:00:00.000Z,K
305,0.006000000000000001,0.002,8.4375,1.1,2016-11-06T00:00:00.000Z,K
274.75,0.005,0.002,8.5975,0.875,2010-08-01T00:00:00.000Z,G
267.25,0.005,0.002,8.3875,1.425,2020-09-21T00:00:00.000Z,A
239,0.01725,0.003,8.850000000000001,4.05,2005-08-08T00:00:00.000Z,K
301.5,0.20500000000000002,0.012,8.5975,3.175,2018-03-04T00:00:00.000Z,G
241.75,0.375,0.011,8.6375,3.325,2000-03-05T00:00:00.000Z,G
273,0.14325,0.093,8.24,2.5,2012-02-05T00:00:00.000Z,D
270,0.007,0.002,,1.9,2014-08-17T00:00:00.000Z,H
232,0,0.00375,8.649999999999999,2.55,2004-08-22T00:00:00.000Z,G
262,0.0205,0.002,8.8875,1.1,2012-12-02T00:00:00.000Z,A
245.25,0.225,0.01375,9.26,1.765,2013-05-05T00:00:00.000Z,D
247.5,0.006,0,8.5075,1.85,2006-08-20T00:00:00.000Z,K
271,0.384,0.009,8.49,5.1,2002-02-17T00:00:00.000Z,H
281.75,0.042749999999999996,0.0075,7.9425,1.25,2016-01-03T00:00:00.000Z,A
241.5,0.289,0.0155,9.15,1.7,2013-04-28T00:00:00.000Z,D
295.5,0.31325000000000003,0.00925,,2.45,2017-02-19T00:00:00.000Z,G
276.5,0.01725,0.002,8.335,1.25,2014-11-30T00:00:00.000Z,K
319.25,0.01025,0.002,8.115,2.125,2017-10-29T00:00:00.000Z,G
248.75,0.099,0.016,8.182500000000001,1.7,2003-12-28T00:00:00.000Z,A
251.5,0.097,0.0135,9.2375,3.6,2012-05-28T00:00:00.000Z,G
282.75,0.038,0.004,8.2225,1.025,2015-12-06T00:00:00.000Z,D
234.75,0.031275,0.00375,8.78,2.675,2004-10-10T00:00:00.000Z,A
238,0.046,0.0095,8.575,2.425,2003-08-24T00:00:00.000Z,A
238,0.024,0.002,8.79,3.1,2005-07-24T00:00:00.000Z,H
303,0.03625,0.0032500000000000003,7.859999999999999,1.3,2016-12-18T00:00:00.000Z,K
252.75,0.02525,0.00075,,1.15,2006-12-24T00:00:00.000Z,A
271,0.01125,0.0022500000000000003,8.96,2.2,2009-06-07T00:00:00.000Z,D
289.75,0.02825,0.0022500000000000003,8.7575,2,2002-11-03T00:00:00.000Z,G
245,0.046,0.005,9.03,4.3,2003-09-07T00:00:00.000Z,H
232,0.008333333333333333,0.0032500000000000003,8.6,3.2,2004-08-29T00:00:00.000Z,A
279.75,0.11325,0.005,8.1675,1.575,2011-01-23T00:00:00.000Z,G
288.75,0.3035,0.009,8.5725,2.425,2002-02-17T00:00:00.000Z,A
232.75,0.362,0.02675,8.9625,3.5,2003-06-08T00:00:00.000Z,K
268,0.313,0.021,8.41,2.4,2009-03-22T00:00:00.000Z,H
292.75,0.005,0.002,8.6025,1.55,2016-07-17T00:00:00.000Z,G
273.5,0.33775,0.01525,8.3475,1.7,2011-03-20T00:00:00.000Z,G
252.75,0.04075,0.01375,8.57,1.3,2014-01-06T00:00:00.000Z,A
251.5,0.0345,0,,1.975,2006-11-12T00:00:00.000Z,G
256,0.009,0.003,8.62,3.9,2000-07-02T00:00:00.000Z,H
253,0.057,0,,2.3,2006-12-24T00:00:00.000Z,H
257.5,0.14725,0.02375,9.045,1.775,2008-04-13T00:00:00.000Z,G
272.5,0.0165,0.0022500000000000003,8.45,2.525,2000-11-19T00:00:00.000Z,G
241,0.0195,0.005,8.725,4.3,2005-08-21T00:00:00.000Z,K
327.75,0.01875,0.002,8.245000000000001,2.225,2018-12-17T00:00:00.000Z,D
280.5,0.39325,0.024,8.68,3.175,2019-04-07T00:00:00.000Z,K
277.5,0.01225,0.002,8.622499999999999,1.025,2010-08-15T00:00:00.000Z,A
307,0.04175,0.01075,8.775,1.9,2018-04-23T00:00:00.000Z,D
273,0.006,0.002,8.2575,1.25,2020-09-29T00:00:00.000Z,G
255,0.059,0.004,8.79,3.4,2003-09-21T00:00:00.000Z,H
276.75,0.164,0.00975,8.782499999999999,1.85,2016-04-17T00:00:00.000Z,D
278,0.0072499999999999995,0.002,8.5925,0.9625,2010-09-12T00:00:00.000Z,G
296.25,0.304,0.011,7.9174999999999995,2.8,2017-02-26T00:00:00.000Z,A
305.25,0.00525,0.002,8.27,1.45,2017-07-30T00:00:00.000Z,D
270.25,0.27175,0.01425,8.945,2.3,2009-03-22T00:00:00.000Z,A
270,0.17,0.025,8.78,2.6,2010-01-10T00:00:00.000Z,H
265.5,0.00875,0.002,8.2025,1.5499999999999998,2020-07-26T00:00:00.000Z,D
262,0.012333333333333335,0.002,8.79,1.925,2012-09-02T00:00:00.000Z,A
268.75,0.005,0.002,8.5,1.475,2020-09-13T00:00:00.000Z,G
283,0.042,0.002,8.13,1.9,2015-11-09T00:00:00.000Z,H
285.5,0.065,0.12275,8.2225,2.025,2003-01-13T00:00:00.000Z,A
248,0.069,0.017,8.44,2,2014-01-06T00:00:00.000Z,H
242.75,0.14775,0.017750000000000002,9.3025,1.6,2013-06-09T00:00:00.000Z,A
240,0.22749999999999998,0.02025,,3.125,2006-03-19T00:00:00.000Z,D
267.25,0.1765,0.019,8.747499999999999,2.325,2010-04-25T00:00:00.000Z,G
280.75,0.29325,0.005,8.13,2.025,2016-02-08T00:00:00.000Z,D
260,0.3373333333333333,0.009666666666666665,8.783333333333333,6.966666666666666,2003-02-23T00:00:00.000Z,D
